Employee ID,Position Title,Department,Annual Salary,Review Score
71368,POLICE OFFICER,POLICE,61139,6.5
71370,AMBULANCE COMMANDER,FIRE,90611,6.1
71376,POLICE OFFICER,POLICE,61372,5.9
71381,PROJECT COORD,FAMILY & SUPPORT,60456,7.6
71382,FIREFIGHTER,FIRE,63472,8.9
71387,POLICE OFFICER,POLICE,61082,5
71389,POLICE COMMUNICATIONS OPERATOR I,EMERGENCY MGMT,42541,8.7
71391,POLICE OFFICER,POLICE,51875,5.5
71392,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,71296,6.2
71405,POLICE OFFICER,POLICE,49043,6.9
71407,POLICE OFFICER,POLICE,59532,7.6
71408,FIREFIGHTER,FIRE,40504,6.4
71411,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,69132,7.4
71413,PORTFOLIO MANAGER,TREASURER,60439,5.6
71415,POLICE OFFICER,POLICE,63437,5.1
71418,PARAMEDIC I/C,FIRE,68789,6.7
71421,FIREFIGHTER/PARAMEDIC,FIRE,66309,6.6
71423,POLICE OFFICER,POLICE,63945,7.6
71425,POLICE OFFICER,POLICE,61141,4.2
71427,FIREFIGHTER,FIRE,40118,6.2
71428,LINEMAN,TRANSPORTATION,73052,6.3
71434,EXECUTIVE DIR,MAYOR'S OFFICE,121085,6.1
71440,POLICE OFFICER,POLICE,66277,5.4
71443,FIRE ENGINEER,FIRE,71643,8.7
71447,BOOTER - PARKING,FINANCE,50159,7.2
71449,LAMP MAINTENANCE WORKER,TRANSPORTATION,46355,6.3
71451,HOSPITALITY WORKER,FAMILY & SUPPORT,8862,8.3
71455,PAINTER,GENERAL SERVICES,70415,7.4
71456,POLICE OFFICER,POLICE,63152,6
71458,CONSTRUCTION LABORER,WATER MGMT,60992,6.2
71463,POLICE OFFICER,POLICE,63213,5.9
71471,POLICE OFFICER,POLICE,66204,5.6
71473,POLICE OFFICER,POLICE,61784,6.1
71482,FIREFIGHTER,FIRE,63750,7.2
71483,CONSTRUCTION LABORER (SUB-FOREMAN),WATER MGMT,62398,7.1
71486,CLERK IV,WATER MGMT,43570,5.2
71487,POLICE OFFICER,POLICE,61524,5.1
71490,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,72927,6.6
71494,LIBRARY PAGE,PUBLIC LIBRARY,10095,8
71496,POLICE OFFICER,POLICE,63741,7.7
71500,POLICE OFFICER,POLICE,63772,6.5
71501,POOL MOTOR TRUCK DRIVER,AVIATION,55674,6.1
71503,CONCRETE LABORER,TRANSPORTATION,61086,5.9
71509,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16770,5.8
71513,SUPVSR OF PERSONNEL ADMINISTRATION,FAMILY & SUPPORT,72855,7.2
71518,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,69087,7.7
71520,SERGEANT,POLICE,85856,7.6
71523,SERGEANT,POLICE,86041,6.1
71524,FIRE ENGINEER,FIRE,73503,7.3
71528,POLICE OFFICER,POLICE,63256,6.2
71529,SANITATION LABORER,SANITATION,56378,5.3
71531,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,68447,5.7
71532,POLICE OFFICER,POLICE,61161,8.3
71534,POLICE OFFICER,POLICE,61238,4.3
71538,SERGEANT,POLICE,86040,7.8
71540,POLICE OFFICER,POLICE,59566,6.4
71545,POLICE OFFICER,POLICE,61596,6.8
71549,ASST CORPORATION COUNSEL SUPVSR,LAW,86928,6.4
71550,POOL MOTOR TRUCK DRIVER,SANITATION,55225,6.8
71554,POLICE OFFICER,POLICE,59956,5.7
71556,SERGEANT,POLICE,80605,8.4
71567,CHIEF CONTRACT EXPEDITER,GENERAL SERVICES,63907,5.1
71569,SANITATION LABORER,SANITATION,55594,5.1
71571,SENIOR DATA ENTRY OPERATOR,POLICE,43824,5.9
71572,POLICE OFFICER,POLICE,63236,6.7
71577,FIREFIGHTER/PARAMEDIC,FIRE,63919,6.7
71586,POOL MOTOR TRUCK DRIVER,TRANSPORTATION,56100,7.2
71589,SERGEANT,POLICE,79950,4.1
71590,PARAMEDIC,FIRE,61455,7.3
71592,POLICE OFFICER,POLICE,63235,7.5
71593,FIRE ENGINEER,FIRE,68570,8.1
71596,STAFF ASST,FAMILY & SUPPORT,51541,8.5
71597,MOTOR TRUCK DRIVER,WATER MGMT,55187,5.8
71602,CAPTAIN-EMT,FIRE,95243,5.3
71604,POLICE OFFICER,POLICE,66134,6
71609,FIRE ENGINEER-EMT,FIRE,74431,7.8
71614,MACHINIST - APPRENTICE,WATER MGMT,43353,6.2
71615,POLICE OFFICER,POLICE,49190,3.8
71618,POLICE OFFICER,POLICE,63551,8.1
71621,MOTOR TRUCK DRIVER,SANITATION,55659,7.2
71623,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,71186,7.6
71629,POLICE OFFICER,POLICE,63137,7.8
71630,SUPERVISING SANITARIAN,HEALTH,69797,6.7
71635,SANITATION LABORER,SANITATION,55845,5.7
71638,POLICE OFFICER,POLICE,59426,7.6
71641,ASPHALT LABORER,TRANSPORTATION,60566,6.5
71642,OPERATING ENGINEER-GROUP A,WATER MGMT,75057,6.7
71643,POOL MOTOR TRUCK DRIVER,AVIATION,55831,6.1
71644,FIREFIGHTER-EMT,FIRE,67107,6.6
71647,POLICE OFFICER,POLICE,63765,7
71649,POLICE OFFICER,POLICE,61806,6.2
71650,POLICE OFFICER,POLICE,67790,5.1
71652,FIRE ENGINEER,FIRE,71386,5.9
71655,ASST CORPORATION COUNSEL,LAW,49273,7.6
71658,REVENUE INVESTIGATOR II,BUSINESS AFFAIRS,58101,7.6
71660,POLICE OFFICER,POLICE,59383,6.8
71665,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,71624,5.5
71666,POLICE OFFICER,POLICE,61690,5.1
71669,POLICE OFFICER,POLICE,34609,7.7
71674,PUBLIC HEALTH ADMINISTRATOR III,HEALTH,67142,7.1
71675,PIPE LOCATING MACHINE OPERATOR,WATER MGMT,78189,7.1
71676,FIREFIGHTER-EMT,FIRE,62730,7.4
71677,MOTOR TRUCK DRIVER,SANITATION,55919,5.1
71681,GARAGE ATTENDANT,GENERAL SERVICES,36275,6.4
71682,POLICE OFFICER,POLICE,59579,6.2
71689,SERVICE WRITER,GENERAL SERVICES,55065,5
71690,HOUSE DRAIN INSPECTOR,WATER MGMT,77241,7.2
71691,POLICE OFFICER,POLICE,63660,6.7
71702,ASST CORPORATION COUNSEL SUPVSR,LAW,84327,6.1
71705,POLICE OFFICER,POLICE,61248,7.4
71706,POLICE OFFICER,POLICE,61296,8
71709,FIREFIGHTER-EMT,FIRE,62530,6.1
71710,LABORER,AVIATION,51424,6.2
71711,POLICE OFFICER,POLICE,61389,5.6
71712,LIEUTENANT-EMT,FIRE,79248,6.7
71713,ASPHALT LABORER,TRANSPORTATION,61143,4.4
71714,WATER RATE TAKER,WATER MGMT,69037,6.3
71717,SERGEANT,POLICE,83316,7.1
71718,POLICE OFFICER,POLICE,59745,5.6
71720,POLICE OFFICER,POLICE,61265,6.1
71721,POLICE OFFICER,POLICE,63489,4.5
71724,POLICE OFFICER (ASSIGNED AS EVIDENCE TECHNICIAN),POLICE,64348,5.2
71725,POLICE OFFICER,POLICE,48778,4.5
71728,POLICE OFFICER,POLICE,65502,6.3
71733,FIREFIGHTER-EMT,FIRE,61908,5.8
71737,FIREFIGHTER,FIRE,68713,6.7
71738,PARAMEDIC I/C,FIRE,73215,6.6
71741,POLICE OFFICER,POLICE,63895,6.6
71742,STAFF ASST,LAW,48711,6.2
71743,DISPATCH CLERK,SANITATION,46453,5.6
71745,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,66865,6.7
71747,POLICE OFFICER,POLICE,63485,7.5
71748,SPECIALIST IN AGING II,FAMILY & SUPPORT,60682,5.7
71750,SANITATION LABORER,SANITATION,56380,5.8
71753,ELECTRICAL MECHANIC,TRANSPORTATION,70315,6.8
71759,POLICE OFFICER,POLICE,64078,7.5
71762,ASST COMPTROLLER,FINANCE,78167,6.3
71764,LIEUTENANT-PARAMEDIC,FIRE,78809,6.4
71767,POLICE OFFICER,POLICE,63750,6.9
71770,FIREFIGHTER,FIRE,69019,6
71773,POOL MOTOR TRUCK DRIVER,TRANSPORTATION,55967,7.9
71775,POLICE OFFICER,POLICE,63952,6.5
71776,SANITATION LABORER,SANITATION,50284,6.6
71779,FIRE COMMUNICATIONS OPERATOR II,EMERGENCY MGMT,71162,6.6
71780,AVIATION SECURITY OFFICER,AVIATION,36936,6.3
71782,POLICE OFFICER / FLD TRNG OFFICER,POLICE,64579,5.2
71783,FIREFIGHTER,FIRE,68819,6
71786,CAPTAIN-EMT,FIRE,95265,7.3
71791,CONSTRUCTION LABORER,WATER MGMT,60624,6.2
71792,PERSONAL CARE ATTENDANT II,DISABILITIES,28136,6.2
71795,PROPERTY CUSTODIAN - AUTO POUND,SANITATION,48493,5.5
71796,SERGEANT,POLICE,77678,5.5
71798,GENERAL LABORER - DSS,SANITATION,34085,7.9
71805,POLICE COMMUNICATIONS OPERATOR I,EMERGENCY MGMT,50220,6
71807,MOTOR TRUCK DRIVER,SANITATION,56131,7.9
71809,ELECTRICAL MECHANIC,GENERAL SERVICES,70780,5.1
71813,POLICE OFFICER,POLICE,59474,7.2
71814,POLICE OFFICER,POLICE,63973,7.2
71816,REVENUE INVESTIGATOR I,BUSINESS AFFAIRS,50674,5.5
71819,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16132,8.1
71821,POLICE OFFICER,POLICE,65900,6.2
71825,POOL MOTOR TRUCK DRIVER,TRANSPORTATION,55294,7.4
71827,PLUMBER,WATER MGMT,75180,6.1
71831,MACHINIST (AUTOMOTIVE),GENERAL SERVICES,71344,6.7
71833,POLICE OFFICER,POLICE,66296,5.9
71837,FIREFIGHTER-EMT,FIRE,64897,6
71841,HOISTING ENGINEER,WATER MGMT,75502,4.4
71850,AVIATION SECURITY OFFICER,AVIATION,52752,5.8
71853,REGIONAL COMMUNICABLE DISEASE INVESTIGATOR,HEALTH,61833,6
71857,SEWER BRICKLAYER,WATER MGMT,67699,6.4
71861,CLERK II - HOURLY,GENERAL SERVICES,14263,7.2
71862,TRAFFIC SIGNAL REPAIRMAN,TRANSPORTATION,72826,5.9
71869,POLICE OFFICER,POLICE,63784,8.9
71870,POLICE COMMUNICATIONS OPERATOR II,EMERGENCY MGMT,49926,6.4
71874,POLICE OFFICER,POLICE,63431,8.4
71875,OPERATING ENGINEER-GROUP C,WATER MGMT,72308,5.3
71877,POLICE OFFICER,POLICE,59201,6.2
71878,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16484,5.5
71883,PUBLIC HEALTH NURSE II,HEALTH,79255,4.6
71891,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,70841,7.4
71893,MOTOR TRUCK DRIVER,SANITATION,56933,7.1
71896,POLICE OFFICER,POLICE,63610,7.5
71903,MOTOR TRUCK DRIVER,AVIATION,56001,6.9
71908,POLICE OFFICER,POLICE,63588,6.7
71910,POLICE OFFICER,POLICE,66050,6
71912,POLICE OFFICER,POLICE,67502,7.8
71914,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,68595,8.2
71915,ACCOUNTANT IV,FINANCE,71405,5.9
71917,LAMP MAINTENANCE WORKER,TRANSPORTATION,46513,6.5
71921,POLICE OFFICER,POLICE,65881,5.5
71924,GENERAL LABORER - DSS,SANITATION,32603,6.3
71925,CONSTRUCTION EQUIPMENT INSPECTOR,BUILDINGS,81650,5.3
71927,CLERK IV,AVIATION,48131,5.9
71930,POLICE OFFICER,POLICE,63754,7.2
71932,CONCRETE LABORER,TRANSPORTATION,60426,5.5
71933,POLICE OFFICER,POLICE,61873,7.7
71936,POLICE OFFICER,POLICE,64074,6.4
71944,SERGEANT,POLICE,83225,7.9
71950,TITLE V PROGRAM TRAINEE I,FAMILY & SUPPORT,7826,6.3
71952,CLERK III,POLICE,25532,7
71953,BUILDING/CONSTRUCTION INSPECTOR,HEALTH,78806,7.5
71957,POLICE OFFICER,POLICE,66253,6.2
71960,MOTOR TRUCK DRIVER,SANITATION,55377,4.8
71963,MOTOR TRUCK DRIVER,SANITATION,55254,7.5
71965,FIREFIGHTER,FIRE,39857,6.9
71966,POLICE OFFICER,POLICE,61076,7.2
71972,FIREFIGHTER-EMT,FIRE,67100,4
71973,PROPERTY CUSTODIAN - AUTO POUND,SANITATION,44087,5.8
71976,SERGEANT,POLICE,80591,7
71978,POLICE COMMUNICATIONS OPERATOR I,EMERGENCY MGMT,46398,8
71979,POLICE OFFICER,POLICE,66098,7
71982,CLERK III,POLICE,41960,5.4
71990,POLICE OFFICER,POLICE,61642,7.4
71991,MOTOR TRUCK DRIVER,WATER MGMT,55504,5.9
71999,SENIOR COMPANION,FAMILY & SUPPORT,3352,6.4
72001,FIRE ENGINEER-EMT,FIRE,69268,6.3
72002,FOREMAN OF MOTOR TRUCK DRIVERS,SANITATION,58490,6.9
72004,POLICE OFFICER,POLICE,65477,6.3
72005,FIREFIGHTER,FIRE,63203,6.4
72008,ACCOUNTING TECHNICIAN II,FINANCE,44337,6.9
72014,POLICE OFFICER,POLICE,61325,8.8
72015,POLICE OFFICER,POLICE,67508,5.9
72016,POLICE OFFICER (ASSIGNED AS TRAFFIC SPECIALIST),POLICE,64008,5.6
72019,FOSTER GRANDPARENT,FAMILY & SUPPORT,3331,5.5
72020,SERGEANT,POLICE,85186,5.9
72021,POLICE OFFICER,POLICE,63279,8.2
72029,CUSTODIAL WORKER,GENERAL SERVICES,30831,5.8
72030,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,69141,6.9
72032,COMMUNICATIONS OPERATOR I - 311,EMERGENCY MGMT,47617,6.5
72033,POLICE OFFICER,POLICE,61760,7.4
72036,IT DIRECTOR (DoIT),DoIT,80988,7
72037,PROGRAMMER/ANALYST,COMMUNITY DEVELOPMENT,65938,5.1
72038,POLICE OFFICER,POLICE,65892,8.3
72043,LIBRARIAN II,PUBLIC LIBRARY,60563,5.2
72047,FIREFIGHTER-EMT,FIRE,62646,6.2
72048,POLICE COMMUNICATIONS OPERATOR II,EMERGENCY MGMT,63040,6.2
72050,PARAMEDIC,FIRE,59352,5.6
72052,STEAMFITTER,WATER MGMT,75499,6.2
72055,WATER METER MACHINIST,WATER MGMT,61880,6.3
72058,FIRE ENGINEER-EMT,FIRE,72361,7
72059,POLICE OFFICER,POLICE,61356,5.8
72061,MOTOR TRUCK DRIVER,SANITATION,55686,5.9
72062,DETENTION AIDE,POLICE,37658,5.6
72064,POLICY ANALYST,EMERGENCY MGMT,47414,6.9
72067,POLICE OFFICER,POLICE,59563,6
72068,AMBULANCE COMMANDER,FIRE,90909,5.3
72070,AMBULANCE COMMANDER,FIRE,90046,6.5
72072,PAINTER,WATER MGMT,66216,7.2
72073,POOL MOTOR TRUCK DRIVER,AVIATION,55429,6.7
72074,SHIFT SUPVSR OF SECURITY COMMUNICATIONS CENTER,EMERGENCY MGMT,53207,5.4
72076,FIRE ENGINEER,FIRE,70891,4.7
72077,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,68653,5.8
72079,CIVIL ENGINEER IV,TRANSPORTATION,78183,8
72080,CONSTRUCTION LABORER,WATER MGMT,60845,5.8
72090,POLICE OFFICER,POLICE,63239,6.3
72092,WATER QUALITY INSPECTOR,WATER MGMT,40392,6
72096,POLICE OFFICER,POLICE,63302,5.2
72099,POLICE OFFICER,POLICE,61098,6.2
72101,FIRE ENGINEER-EMT,FIRE,76797,6.5
72110,PLUMBER,WATER MGMT,74981,7.5
72120,POLICE OFFICER,POLICE,63939,6.7
72122,POLICE OFFICER,POLICE,48957,6.8
72126,FIREFIGHTER-EMT,FIRE,62122,6.6
72131,POOL MOTOR TRUCK DRIVER,SANITATION,56092,6.8
72132,DEPUTY COMMISSIONER,AVIATION,87096,7.5
72133,POLICE OFFICER,POLICE,59060,7.4
72135,SANITATION LABORER,SANITATION,56153,5.6
72139,FIREFIGHTER (PER ARBITRATORS AWARD)-PARAMEDIC,FIRE,71067,5.6
72140,POLICE OFFICER,POLICE,63383,7.7
72142,COMMUNITY ORGANIZER-CAPS,POLICE,57581,5.9
72143,FIRE ENGINEER-EMT,FIRE,71958,6
72157,BRIDGE OPERATOR,TRANSPORTATION,39512,7.3
72158,POLICE OFFICER,POLICE,61866,6.8
72162,FIREFIGHTER-EMT,FIRE,62749,5.5
72168,POOL MOTOR TRUCK DRIVER,WATER MGMT,56101,6
72170,SERGEANT,POLICE,82905,6.4
72173,POLICE OFFICER,POLICE,63800,5.6
72178,POLICE OFFICER / FLD TRNG OFFICER,POLICE,66897,8.9
72179,SUPERVISING PROGRAM AUDITOR,FAMILY & SUPPORT,64021,8.2
72181,STAFF ASST,HEALTH,51047,7
72182,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,75886,5.7
72184,POLICE OFFICER,POLICE,59209,6.5
72186,WATCHMAN,WATER MGMT,34795,6.7
72193,PARAMEDIC I/C,FIRE,71115,6.9
72202,SUPERVISING AUDIO-VISION TESTER,FAMILY & SUPPORT,36214,7.3
72204,POLICE OFFICER,POLICE,63614,6
72205,POLICE OFFICER / FLD TRNG OFFICER,POLICE,64598,8.1
72206,SERGEANT,POLICE,80253,6.3
72214,FIREFIGHTER,FIRE,39984,7.4
72219,POLICE OFFICER,POLICE,61893,6.9
72222,POLICE OFFICER,POLICE,59251,3.9
72226,POLICE OFFICER,POLICE,66090,7.6
72227,PROJECT COORD,PUBLIC LIBRARY,52736,6.4
72231,SERGEANT,POLICE,85758,6.8
72232,POLICE OFFICER,POLICE,63102,7.4
72234,POLICE OFFICER,POLICE,61431,4.9
72238,ENGINEERING TECHNICIAN IV,TRANSPORTATION,55558,6.8
72239,POLICE OFFICER,POLICE,61127,5.2
72243,PARAMEDIC FIELD CHIEF,FIRE,93762,7.7
72247,TREE TRIMMER,SANITATION,58097,3.5
72257,POOL MOTOR TRUCK DRIVER,SANITATION,55268,6.1
72258,POLICE OFFICER,POLICE,65648,4.8
72259,POLICE COMMUNICATIONS OPERATOR II,EMERGENCY MGMT,59862,7.2
72260,POLICE OFFICER,POLICE,67649,6
72262,LABORATORY TECHNICIAN III,POLICE,50478,7.3
72263,POLICE OFFICER,POLICE,59657,8
72264,POLICE OFFICER,POLICE,66081,6.7
72267,PUBLIC HEALTH ADMINISTRATOR II,HEALTH,52271,7.3
72269,POLICE OFFICER,POLICE,48923,8
72275,POLICE OFFICER,POLICE,61030,7.4
72278,FIREFIGHTER,FIRE,63933,7.3
72280,OPERATING ENGINEER-GROUP C,WATER MGMT,72273,4.6
72282,SUPVSR OF PAYMENT CENTER,FINANCE,69958,6.6
72283,ELECTRICAL MECHANIC,AVIATION,70225,6.6
72284,POLICE OFFICER,POLICE,61963,5.9
72287,POLICE OFFICER,POLICE,61650,6.5
72290,POLICE COMMUNICATIONS OPERATOR II,EMERGENCY MGMT,57927,7.1
72291,POLICE OFFICER,POLICE,66295,5.8
72294,SENIOR COMPANION,FAMILY & SUPPORT,3133,7.3
72295,GENERAL FOREMAN OF GENERAL TRADES,TRANSPORTATION,84528,7.1
72297,POLICE OFFICER,POLICE,61430,7.2
72304,POLICE OFFICER,POLICE,34976,5.1
72309,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,68556,5.7
72311,LEGISLATIVE AIDE,CITY COUNCIL,20633,5.3
72314,PARAMEDIC,FIRE,63186,7.8
72316,POLICE OFFICER,POLICE,61255,7.2
72319,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,71188,6.6
72321,POLICE OFFICER,POLICE,59821,7
72323,SENIOR PERSONNEL ASSISTANT,HEALTH,60699,7.3
72324,POLICE OFFICER,POLICE,63272,8
72325,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16234,6.7
72327,PARAMEDIC I/C,FIRE,66551,6.4
72329,SERGEANT,POLICE,87693,5.9
72333,POLICE OFFICER,POLICE,59900,6.1
72336,LABORER,AVIATION,51484,7.2
72337,PUBLIC HEALTH ADMINISTRATOR I,HEALTH,60167,6.4
72343,PERSONAL COMPUTER OPERATOR II,POLICE,38075,5.2
72345,HOISTING ENGINEER,WATER MGMT,75006,7.1
72346,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,71536,7.4
72350,MOTOR TRUCK DRIVER,SANITATION,55569,7.2
72355,POLICE OFFICER,POLICE,61271,8.1
72358,SEWER BRICKLAYER,WATER MGMT,67988,6.7
72360,POLICE OFFICER,POLICE,61656,8.6
72364,LEGISLATIVE AIDE,CITY COUNCIL,43203,5.1
72365,BUILDING/CONSTRUCTION INSPECTOR,BUILDINGS,64452,6.7
72375,LIBRARY PAGE,PUBLIC LIBRARY,10900,5.9
72378,POLICE OFFICER,POLICE,48381,6.5
72379,POLICE OFFICER,POLICE,61040,7.3
72380,WARD SUPERINTENDENT,SANITATION,66188,5.5
72387,POLICE OFFICER,POLICE,61134,7.4
72388,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16890,6.8
72395,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16489,8.1
72402,EQUIPMENT DISPATCHER I/C,GENERAL SERVICES,58029,6.4
72404,POLICE OFFICER,POLICE,65428,5.6
72411,SERGEANT,POLICE,85268,6.7
72412,SERGEANT,POLICE,80391,6.5
72421,FIREFIGHTER,FIRE,59374,6.2
72424,SERGEANT,POLICE,85856,7.8
72425,SERGEANT,POLICE,80037,5.7
72428,DISTRICT MANAGER - HUMAN SERVICES,FAMILY & SUPPORT,63841,5.3
72432,FOSTER GRANDPARENT,FAMILY & SUPPORT,4108,5.1
72433,POOL MOTOR TRUCK DRIVER,SANITATION,55726,5.2
72443,MANAGER OF REVENUE COLLECTIONS,FINANCE,74535,6.2
72444,WATER RATE TAKER,WATER MGMT,59439,6.6
72446,POLICE OFFICER,POLICE,67506,6.7
72447,CHIEF METHODS ANALYST,LAW,55196,6.2
72448,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,70809,8
72453,POLICE OFFICER (ASSIGNED AS EVIDENCE TECHNICIAN),POLICE,64436,6.6
72460,ASST COMMISSIONER,WATER MGMT,86696,6.6
72461,ASST CORPORATION COUNSEL,LAW,45857,6.1
72465,POLICE OFFICER,POLICE,66273,8.6
72467,POLICE COMMUNICATIONS OPERATOR II,EMERGENCY MGMT,49999,6.9
72468,FIREFIGHTER-EMT,FIRE,62673,7.8
72469,SERGEANT,POLICE,85144,4.4
72473,POLICE OFFICER / FLD TRNG OFFICER,POLICE,62208,7.5
72478,CONSTRUCTION LABORER (SUB-FOREMAN),WATER MGMT,62172,7.9
72479,MOTOR TRUCK DRIVER,SANITATION,55760,4.7
72480,FIREFIGHTER-EMT,FIRE,62824,6.8
72489,CONSTRUCTION LABORER,WATER MGMT,61182,3.8
72490,POLICE OFFICER,POLICE,63237,7.7
72491,DEPUTY COMMISSIONER,GENERAL SERVICES,97875,5.8
72493,FIREFIGHTER-EMT,FIRE,62460,6.1
72495,LIEUTENANT-EMT,FIRE,77506,6
72496,POLICE OFFICER,POLICE,61487,5.2
72498,POLICE OFFICER,POLICE,59301,6.8
72500,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,68624,6.6
72501,POOL MOTOR TRUCK DRIVER,SANITATION,56063,7
72502,ASST TO THE COMMISSIONER,COMMUNITY DEVELOPMENT,69687,7.3
72504,POLICE OFFICER,POLICE,63719,5.4
72507,OPERATING ENGINEER-GROUP A,AVIATION,75363,7.7
72509,AVIATION SECURITY SERGEANT,AVIATION,60763,8.7
72510,POLICE OFFICER,POLICE,63683,6.9
72511,POLICE OFFICER,POLICE,48704,7
72513,HOSPITALITY WORKER,FAMILY & SUPPORT,9278,4.3
72514,FIRE ENGINEER-PARAMEDIC,FIRE,78883,5.8
72515,POLICE OFFICER,POLICE,59765,7.5
72516,SENIOR LIBRARY CLERK,PUBLIC LIBRARY,42482,6.7
72517,POLICE COMMUNICATIONS OPERATOR II,EMERGENCY MGMT,55029,6.1
72521,POLICE OFFICER,POLICE,59272,7.4
72530,POLICE OFFICER,POLICE,61354,6.9
72537,POLICE OFFICER,POLICE,63924,5.8
72538,SANITATION LABORER,SANITATION,56480,6
72541,POLICE OFFICER,POLICE,59599,7
72542,SERGEANT,POLICE,83264,5.6
72544,CLERK CITY COUNCIL,CITY COUNCIL,34274,5
72546,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16349,7.8
72547,POLICE OFFICER,POLICE,63189,6
72557,POLICE OFFICER,POLICE,61709,8.1
72558,BATTALION CHIEF - EMT,FIRE,103707,6.5
72559,LIBRARY CLERK - HOURLY,PUBLIC LIBRARY,13236,7
72562,MOTOR TRUCK DRIVER,SANITATION,56104,7
72565,POLICE OFFICER,POLICE,66340,7.2
72570,EPIDEMIOLOGIST IV,HEALTH,70904,7
72575,FIREFIGHTER-EMT,FIRE,62811,6
72579,FIRE ENGINEER-EMT,FIRE,69343,6
72580,PUBLIC HEALTH NURSE IV,HEALTH,82717,5.2
72582,NURSE PRACTITIONER,HEALTH,91183,5
72585,STREET LIGHT REPAIR WORKER,TRANSPORTATION,73260,6.7
72587,GENERAL LABORER - DSS,SANITATION,33686,6.7
72589,FIREFIGHTER-EMT,FIRE,61956,7.7
72591,POLICE OFFICER,POLICE,65688,8.2
72593,FIRE ENGINEER-EMT,FIRE,74457,4.7
72596,POLICE OFFICER,POLICE,61199,7.3
72600,POLICE OFFICER,POLICE,34275,5.1
72601,FIREFIGHTER-EMT,FIRE,64499,6.1
72602,BATTALION CHIEF - EMT,FIRE,103450,6.2
72603,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16528,8
72606,FRM OF ELECTRICAL MECHANICS (AUTO),GENERAL SERVICES,75098,6
72611,POLICE OFFICER,POLICE,67479,5.2
72613,POLICE OFFICER,POLICE,67465,5.1
72614,LIEUTENANT,POLICE,95819,6.5
72615,SUPVSR OF AUDITING,FINANCE,78625,8.2
72618,INVESTIGATOR,CITY COUNCIL,29465,6.6
72619,DATA SERVICES ADMINISTRATOR,CULTURAL AFFAIRS,66370,6.5
72625,FIREFIGHTER (PER ARBITRATORS AWARD)-PARAMEDIC,FIRE,75992,4.7
72627,FIREFIGHTER,FIRE,63695,5.2
72629,POLICE OFFICER,POLICE,61924,6.4
72633,COMMANDER,POLICE,120920,7.5
72638,POLICE OFFICER,POLICE,63895,7.3
72639,AVIATION SECURITY OFFICER,AVIATION,55579,8
72641,SANITATION LABORER,SANITATION,55976,7.5
72642,POLICE OFFICER,POLICE,59484,7.6
72643,POLICE OFFICER,POLICE,63962,7.3
72647,POLICE OFFICER,POLICE,64007,6.3
72648,POLICE OFFICER,POLICE,49129,6.5
72652,LIBRARIAN II,PUBLIC LIBRARY,60813,2.4
72653,FIREFIGHTER,FIRE,63942,5.7
72654,ELECTRICAL MECHANIC,EMERGENCY MGMT,69935,8
72657,POLICE OFFICER,POLICE,63174,7.5
72659,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,73123,7
72662,POLICE OFFICER,POLICE,65986,6
72668,POLICE OFFICER,POLICE,61704,6
72670,LAW CLERK,LAW,20802,7.5
72671,POLICE OFFICER,POLICE,48776,7.1
72672,PARAMEDIC I/C,FIRE,72825,5.9
72674,CONSTRUCTION LABORER,WATER MGMT,60770,7.1
72682,FOSTER GRANDPARENT,FAMILY & SUPPORT,3615,6.1
72683,ASST CHIEF OPERATING ENGINEER,WATER MGMT,83429,5.8
72688,PROJECTS ADMINISTRATOR,AVIATION,61814,7.7
72694,POLICE OFFICER,POLICE,59227,5.2
72696,POLICE OFFICER,POLICE,61102,5.9
72697,POLICE OFFICER,POLICE,59263,7.4
